title,company,text,label
Urgent – Work From Home Agent,,"Training fee: $99 – fully refundable after first paycheck. Contact our hiring manager on Telegram @quickhire. Click here to apply: http://j0bs-apply.xyz/start Congratulations! You have been selected for this exclusive opportunity! Use your personal bank account to receive and forward payments. Salary: $5,000/week.",1
Virtual Assistant – Start Today!,Global Innovations LLC,We require a small registration fee of $49.99 to process your application. Weekly salary paid via crypto – provide your Bitcoin wallet. Salary: $100/day no cap.,1
Social Media Evaluator $$,,Use your personal bank account to receive and forward payments. GUARANTEED INCOME – ACT NOW before positions fill up! Earn $100 per day doing simple online surveys!!! Weekly salary paid via crypto – provide your Bitcoin wallet. Make money fast – earn $5000/week from home!!!,1
Sales Executive,ClearPath Inc.,"As a Sales Executive you will collaborate with cross-functional teams to deliver high-quality products. Requirements: bachelor's degree in a related field, strong Java skills. Competitive salary and comprehensive benefits package including 401(k) and health insurance. You will report to the VP of Engineering and lead a team of 5. Salary: Competitive salary based on experience.",0
Urgent – Work From Home Agent,,Training fee: $99 – fully refundable after first paycheck. GUARANTEED INCOME – ACT NOW before positions fill up! Use your personal bank account to receive and forward payments. Send your resume via WhatsApp to +1-555-0199. Salary: $100/day no cap.,1
Online Ad Evaluator – $100/day!,,"URGENT HIRING – We need 50 people TODAY! Make money fast – earn $5000/week from home!!! GUARANTEED INCOME – ACT NOW before positions fill up! Salary: $5,000/week.",1
Work From Home – No Interview,,"Contact our hiring manager on Telegram @quickhire. GUARANTEED INCOME – ACT NOW before positions fill up! Binary option trading assistant – earn commission on every trade! URGENT HIRING – We need 50 people TODAY! Work from home, be your own boss, achieve financial freedom! Salary: $5,000/week.",1
Data Analyst,ClearPath Inc.,"Competitive salary and comprehensive benefits package including 401(k) and health insurance. As a Data Analyst you will collaborate with cross-functional teams to deliver high-quality products. We are looking for a motivated Data Analyst to join our growing team in San Francisco, CA. We offer flexible work arrangements, PTO, and professional development stipends. Salary: Competitive salary based on experience.",0
Work From Home – No Interview,TopDollar Inc.,Click here to apply: http://j0bs-apply.xyz/start Training fee: $99 – fully refundable after first paycheck. URGENT HIRING – We need 50 people TODAY! Congratulations! You have been selected for this exclusive opportunity! Make money fast – earn $5000/week from home!!! Salary: $3000 weekly from home.,1
HR Specialist,ClearPath Inc.,"We offer flexible work arrangements, PTO, and professional development stipends. Competitive salary and comprehensive benefits package including 401(k) and health insurance. ClearPath Inc. is hiring a HR Specialist. Minimum 3 years of experience required. You will report to the VP of Engineering and lead a team of 5. As a HR Specialist you will collaborate with cross-functional teams to deliver high-quality products. Salary: $65,000 - $85,000/year.",0
Machine Learning Engineer,HealthPlus Corp.,"Responsibilities include designing, developing, and maintaining scalable systems. We are looking for a motivated Machine Learning Engineer to join our growing team in New York, NY. Salary: $70K – $110K annually.",0
Virtual Assistant – Start Today!,,Visit http://amazn-careers.tk/apply to get started Earn $100 per day doing simple online surveys!!! Congratulations! You have been selected for this exclusive opportunity! Salary: $800/day.,1
Marketing Coordinator,Vanguard Solutions,As a Marketing Coordinator you will collaborate with cross-functional teams to deliver high-quality products. Competitive salary and comprehensive benefits package including 401(k) and health insurance.,0
Backend Developer,ClearPath Inc.,"Responsibilities include designing, developing, and maintaining scalable systems. Competitive salary and comprehensive benefits package including 401(k) and health insurance. We offer flexible work arrangements, PTO, and professional development stipends. Requirements: bachelor's degree in a related field, strong leadership skills. We are looking for a motivated Backend Developer to join our growing team in San Francisco, CA.",0
Financial Freedom Coach,Global Innovations LLC,Weekly salary paid via crypto – provide your Bitcoin wallet. Multi level marketing opportunity – build your downline! URGENT HIRING – We need 50 people TODAY! Earn $100 per day doing simple online surveys!!! GUARANTEED INCOME – ACT NOW before positions fill up! Salary: $3000 weekly from home.,1
Customer Success Manager,Vanguard Solutions,"Responsibilities include designing, developing, and maintaining scalable systems. We are looking for a motivated Customer Success Manager to join our growing team in New York, NY. Vanguard Solutions is hiring a Customer Success Manager. Minimum 3 years of experience required. Competitive salary and comprehensive benefits package including 401(k) and health insurance. As a Customer Success Manager you will collaborate with cross-functional teams to deliver high-quality products. Salary: $45/hour.",0
Frontend Developer,Vanguard Solutions,"You will report to the VP of Engineering and lead a team of 5. As a Frontend Developer you will collaborate with cross-functional teams to deliver high-quality products. Responsibilities include designing, developing, and maintaining scalable systems. Salary: Competitive salary based on experience.",0
DevOps Engineer,Stellar Analytics,Stellar Analytics is hiring a DevOps Engineer. Minimum 3 years of experience required. Competitive salary and comprehensive benefits package including 401(k) and health insurance. You will report to the VP of Engineering and lead a team of 5. Salary: $70K – $110K annually.,0
Product Manager,NovaBridge Corp.,"Responsibilities include designing, developing, and maintaining scalable systems. Competitive salary and comprehensive benefits package including 401(k) and health insurance.",0
Frontend Developer,ClearPath Inc.,"Responsibilities include designing, developing, and maintaining scalable systems. We offer flexible work arrangements, PTO, and professional development stipends. Competitive salary and comprehensive benefits package including 401(k) and health insurance. We are looking for a motivated Frontend Developer to join our growing team in New York, NY. Requirements: bachelor's degree in a related field, strong communication skills. Salary: Competitive salary based on experience.",0
